bank_name,category,question,answer
SBI,Services,What are the charges for cash pickup/delivery via Doorstep Banking?,The standard charge is ₹75 plus GST per transaction for financial services like cash pickup or delivery.
SBI,Services,What non-financial services are available under Doorstep Banking?,"Services include cheque pickup, Form 15G/H pickup, Life Certificate pickup, and delivery of statement of account or term deposit advice."
SBI,Services,What is the Safe Deposit Locker facility?,"SBI offers safe deposit lockers at branches for keeping valuables like jewelry and documents secure. Lockers are available in various sizes (Small, Medium, Large, Extra Large)."
SBI,Services,How can I check locker availability?,"Locker availability is often displayed on the branch notice board. Some circles also allow you to check availability online via the SBI portal, though booking is usually physical."
SBI,Services,What are the annual rent charges for a locker?,"Rent varies by size and location (Urban/Metro/Rural), ranging roughly from ₹1,500 to ₹12,000 per year plus GST."
SBI,Services,Is there a penalty for late payment of locker rent?,"Yes, if rent is not paid by the due date, a penalty is charged, and the bank may deny access to the locker until dues are cleared."
SBI,Services,How many free locker visits are allowed per year?,"SBI typically allows 12 free locker visits per year. Beyond that, a nominal charge (e.g., ₹100 + GST) per visit may apply."
SBI,Services,What happens if I lose my locker key?,"You must notify the branch immediately. The locker will be broken open in your presence, the lock changed, and a new key issued. You must bear the break-open charges."
SBI,Services,Can I add a nominee for my locker?,"Yes, nomination is mandatory for lockers to ensure easy settlement of contents to the legal heir in case of the hirer's death."
SBI,Services,What is Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY)?,PMJJBY is a life insurance scheme offering a coverage of ₹2 Lakhs for death due to any reason. The premium is ₹436 per annum.
SBI,Services,What is Pradhan Mantri Suraksha Bima Yojana (PMSBY)?,PMSBY is an accidental death and disability insurance scheme offering ₹2 Lakhs coverage. The premium is ₹20 per annum.
SBI,Services,How do I enroll for PMJJBY or PMSBY?,You can enroll online via Net Banking or YONO under 'Social Security Schemes' or by submitting a form at the branch. The premium is auto-debited.
SBI,Services,What is Atal Pension Yojana (APY)?,"APY is a pension scheme for unorganized sector workers. It guarantees a monthly pension of ₹1,000 to ₹5,000 after the age of 60 based on contributions."
SBI,Services,What is the age limit for joining APY?,Any Indian citizen between the age of 18 and 40 years can join the Atal Pension Yojana.
SBI,Services,How do I buy an SBI FASTag?,You can purchase a FASTag via the YONO app or the SBI FASTag portal. It is delivered to your registered address.
SBI,Services,How do I recharge my SBI FASTag?,"You can recharge via UPI, Net Banking, or YONO. For UPI, use the VPA: netc.vehicle number@sbi (e.g., netc.mh01ab1234@sbi)."
SBI,Services,What is 'SBI Wealth' (SBI Exclusif)?,"SBI Wealth is a premium banking service offering dedicated Relationship Managers, lifestyle privileges, and customized investment solutions for HNI clients."
SBI,Services,How do I use the 'Cardless Cash Withdrawal' service?,This is the YONO Cash feature. Generate a reference number on the app and use it along with the PIN at any YONO-enabled ATM to withdraw cash without a card.
SBI,Services,What is the 'Video Life Certificate' service?,"Pensioners can submit their life certificate via a video call with a bank official through the SBI Pension Seva portal, eliminating the need to visit the branch."
SBI,Services,Does SBI offer Demat services?,SBI offers 3-in-1 accounts (Savings + Demat + Trading) through its subsidiary SBI Cap Securities for investing in the stock market.
SBI,Services,What is the 'Positive Pay System'?,"It is a fraud prevention service where you reconfirm details of issued cheques (above ₹50,000) electronically to ensure they are not bounced due to mismatch."
SBI,Services,Can I pay my taxes using SBI?,"Yes, SBI is an authorized bank for Direct (Income Tax) and Indirect (GST, Customs) tax payments via Net Banking (e-Tax) and branch counters."
SBI,Services,What is the 'DigiLocker' integration?,"You can link your DigiLocker account in YONO to access and share your digital documents (like Driving License, PAN) directly."
SBI,Services,What is the 'Green PIN' service?,"Green PIN is an eco-friendly initiative allowing you to generate your Debit/Credit card PIN electronically via ATM/SMS/Internet, avoiding paper mailers."
SBI,Services,What is 'SBI Quick'?,"SBI Quick is a missed call and SMS banking service that works without internet. You can get balance, mini statement, and block cards using specific keywords."
SBI,Services,How do I register for SMS Banking?,Send 'REG <Account Number>' to 09223488888 from your registered mobile number to activate SBI Quick services.
SBI,Services,What is the 'Holiday Home' facility?,"SBI has holiday homes/guest houses at various tourist locations, primarily for its employees and pensioners, subject to availability and booking rules."
SBI,Services,How do I avail of the 'Gold Deposit Scheme' (R-GDS)?,"You can deposit your physical gold (jewelry/bars) with the bank to earn interest. The gold is melted and assayed, and you get gold certificates."
SBI,Services,What is the 'Safe Custody' service?,"Apart from lockers, branches may offer safe custody for sealed packets or scrips for a fee. This is less common now compared to lockers."
SBI,Services,Does SBI provide Franking services?,Select designated SBI branches offer Franking services for stamping documents (paying stamp duty) as an alternative to non-judicial stamp paper.
SBI,Services,What is the Senior Citizen Savings Scheme (SCSS)?,SCSS is a government-backed retirement savings program offering regular interest income. You can open it at any SBI branch for 5 years.
SBI,Services,What is the limit for instant money transfer via IMPS?,The limit for IMPS transactions via digital channels (Net Banking/YONO) is ₹5 Lakhs per transaction.
SBI,Services,How do I link my LPG subsidy to my SBI account?,"Submit your Aadhaar details at the branch or via Net Banking, and provide your bank details to your LPG distributor to receive DBT."
SBI,Services,What is 'Mingle'?,SBI Mingle was a social banking platform (now largely integrated into YONO) allowing basic banking services via social media like Facebook/Twitter.
SBI,Services,How do I apply for a FASTag replacement?,"If your tag is damaged, log in to the SBI FASTag portal and request a replacement tag. A replacement fee applies."
SBI,Services,What is the 'National Common Mobility Card' (NCMC)?,"SBI RuPay Debit Cards now come with NCMC functionality (Contactless), allowing you to pay for Metro, Bus, and Tolls with the same card."
SBI,Services,How do I enable NCMC on my card?,NCMC is usually enabled by default on new RuPay cards. You may need to 'Add Money' to the offline wallet on the card at a Metro station or via an app.
SBI,Services,What is 'UPI Lite'?,It is an on-device wallet feature for small value transactions (up to ₹500) without using a PIN. You can enable it in your UPI app linked to your SBI account.
SBI,Services,Can I buy insurance through SBI?,"Yes, SBI acts as a corporate agent for SBI Life (Life Insurance) and SBI General (General Insurance). You can buy policies via YONO or at the branch."
SBI,Services,What is the 'My Goal' feature?,"Found in YONO, it helps you plan financial goals (e.g., Vacation, Wedding) and suggests investment amounts (SIP/RD) to achieve them."
SBI,Services,How do I use 'YONO Krishi'?,"YONO Krishi is a dedicated section in the app for farmers, offering services like KCC review, Agri Gold Loans, and Mandi prices."
SBI,Services,What is the 'Kisan Credit Card' (KCC) review process?,Farmers can review and renew their KCC limits digitally via YONO Krishi without visiting the branch.
SBI,Services,How do I access 'SBIRewardz'?,SBIRewardz is the loyalty program. You can access it via the dedicated app or YONO to view points earned on debit card spends and redeem them.
SBI,Services,What is the 'Wearable Banking' service?,SBI allows you to pair your smartwatch with the YONO Lite app to view balances and last transactions on your wrist.
SBI,Services,How do I donate to PM Cares or relief funds?,You can donate directly via the 'Bill Pay' or 'Donation' section in YONO/Net Banking. The receipt is usually generated instantly.
SBI,Services,What is 'Real Time Xpress Credit' (RTXC)?,"It is a fully digital personal loan service for salaried customers, where the entire process from application to disbursement happens instantly on YONO."
SBI,Services,Can I open a Public Provident Fund (PPF) for a minor?,"Yes, a parent/guardian can open a PPF account in the name of a minor. The combined limit for parent and minor remains ₹1.5 Lakhs per year."
SBI,Services,What is the 'e-Rupie' (CBDC)?,SBI is one of the pilot banks for the Central Bank Digital Currency (e₹). You can use the SBI e-Rupee app to transact in digital currency tokens.
SBI,Services,How do I locate the nearest Cash Deposit Machine (CDM)?,"Use the 'Locator' feature on the SBI website or YONO app to find the nearest Branch, ATM, or CDM (Cash Recycler)."
SBI,Services,What is the 'Pension Seva' portal?,"It is a dedicated website (www.pensionseva.sbi) for pensioners to view pension slips, arrear calculation sheets, and investment details."
SBI,Services,How do I register a grievance regarding a failed bill payment?,"If a utility bill payment fails but money is deducted, lodge a complaint on the CMS portal under 'Digital Payments' > 'Bill Payment'."
SBI,Services,What is the 'SBI Unipay' service?,SBI Unipay is a bill payment platform that allows you to pay utility bills using any bank's credit/debit card or Net Banking.
SBI,Services,Can I apply for Sovereign Gold Bonds (SGB) offline?,"Yes, you can visit any designated SBI branch during the subscription window to fill a physical form and apply for SGB."
